tweet,label,Stance_number
#covid19 #vaccine hope it won't take a decade https://t.co/dFpj5mt9j3,ProVax,1
"@user Fortunately, this is a variant of a vaccine used for other types of covid. That’s why it’s been able to be produce so quickly. Our biggest concern is to slow the spread by wearing a mask & socially distancing so we’re here when it’s our turn for the vaccine.",ProVax,1
Absolute not. I'd possibly concede to the vaccine myself but no way I'd put my child into a trial for a vaccine for a disease that doesn't hurt them. Although I guess if my kid was super keen for some reason and I thought they were legit. https://t.co/knARXv2Zwj,AntiVax,0
@user And this is from a freedom of information request from the government you will note that covid is 9th on the list but look at the figures for everything https://t.co/lYYe6JwJbp,AntiVax,0
"Pump it into my veins, give me my life back !! 👌🏻😜 Coronavirus: Pfizer COVID-19 vaccine found to be 90% effective in 'great day for science and humanity' https://t.co/UhbeLgqXpp https://t.co/SowyFTfang",ProVax,1
Is anyone else concerned that the #COVID19 vaccine is too good to be true?,AntiVax,0
If y’all ate the spray cheese in that can you don’t needa worry about what’s in the covid vaccine trust me,ProVax,1
"@user Oh No! Not kneecapping his ability to load the EPA with Dupont consultants! Btw, if you read the Op-Ed you'd learn that the chem this guy helped dupont avoid regs for may interfere with the Covid vaccine, so I'm not sure the pandemic should be your defense for him.",AntiVax,0
THERE IS NO WAY IN HELL I’M TAKING A COVID-19 VACCINE! Who’s with me? #Pfizervaccine,AntiVax,0
Analysis of new vaccine data from @user https://t.co/W9VFTrqywC,Neutral,2
@user This vaccine uses the Adenovirus as a base. HIV sequence in COVID -19. Doesn't look promising considering the 'own goal' risk. https://t.co/XXOvQu0uPC,AntiVax,0
1. free/reliable testing for all 2. ramp up PPE production 3. community resources for dealing w COVID19 4. distribution of vaccines/treatments 5. protect high risk americans 6. restore intl pandemic defenses/alliances 7. mask mandates like where was this all YEAR im so ?@user,Neutral,2
Lawd: MIT Study: Covid-19 Vaccines Less Effective For Blacks & Asians!! - MTO News https://t.co/neQ3GYBYoS,Neutral,2
"@user Yes, I heard someone say maybe the numbers have risen because they put covid in the flu vaccines they have been working so hard to push",AntiVax,0
Billionaire Wealth Hoarding created Corona Virus. And they will try to profit from the vaccine. White Supremacy is a death cult. This not an exaggeration.,Neutral,2
"US death toll reaches 250,000 as virus overwhelms hospitals; Who will be first to get COVID-19 vaccines? https://t.co/dUW6Oi6Fxz",Neutral,2
"@user ahahahaha, yea sure. Flu vaccine is completely useless and now they are making up a #COVID19 treatment after inventing the whole „pandemic“)) And people actually believe thai crap and will spend Trillions on the poison! unreal",AntiVax,0
Why Pfizer’s ultra-cold COVID-19 vaccine will not be at the local pharmacy any time soon https://t.co/HMMdugPbxE,Neutral,2
You really shouldn’t be concerned about the COVID vaccines if you still willingly eat cole slaw.,Neutral,2
"So because of covid-19 we are basically going into isolation in the uk Which is cool, create that vaccine girl But all I’m thinking about is how homeless people can’t self isolate? And the government is trying to NOW finding housing? ok sis",ProVax,1
"@user : Social vaccine 💉 is the need of the hour. Covid cases in Pune, Bengaluru, Delhi are rising as the masses are not following Social protocol Mask / Distancing. We need to bring stringent punishments similar to that existing in Indonesia 🇮🇩 https://t.co/N5LG9BSazv",ProVax,1
Pfizer CEO says COVID-19 vaccine candidate has passed FDA safety milestone https://t.co/EStctM6MQ5,Neutral,2
"If the existing common cold coronaviruses give some form of protection against Covid-19, does that mean that the Covid-19 vaccine will give some form of protection against the common cold coronaviruses? Will the common cold become slightly less common once we vaccinate everyone?",Neutral,2
That’s a start! Must give a hats off to all those trying to find a vaccine with such little time to spare. https://t.co/rP4OafEyPt,ProVax,1
"EVERYTHING you need to know about the Pfizer/BioNTech covid ...www.newscientist.com › article everything-... How effective is the vaccine? About 95 per cent. The phase 3 trials of the Pfizer/BioNTech vaccine involved 42,000 people, about half of whom Missing: contraindications",ProVax,1
After 11 fucking months of misery theirs finally a vaccine that can help. I HOPE the CURE is coming soon. https://t.co/LnFdMkXADV,ProVax,1
"@user Watch #MassMurderer TRUMP pull a ""fake COVID vaccine"" out of his Morbidly Obese Arse before he loses the election. He LIED that's Fatal: 190,128+ DEAD. This Fat Fuck also called our Veterans & Soldiers ""SUCKERS & LOSERS."" https://t.co/B2gEwcb39t",AntiVax,0
@user Obama Hussain should take a credit not president Trump,Neutral,2
#NIAID & #NIGMS are accepting late submissions for specific FOA numbers. NIGMS late submissions include T32 applications. Full details: NIAID ( https://t.co/uEeqwyaq3u) and NIGMS ( https://t.co/DRvWzKFGne) #NIH #extendeddeadline #grants,Neutral,2
"Read this. It's awesome. Tell those people in your life who think they get ""a touch of the flu"" when they get a vaccine. They don't. In this vaccine in particular there is literally no actual virus in the shot. So, it's impossible to get COVID from the vaccine.",ProVax,1
Moderna’s vaccine candidate has 94.5% efficacy on a 30.000 person study. Also is easier to store and keep than pfizer’s vaccine. #Covid_19,ProVax,1
read this thread if you don’t understand how the COVID vaccine is gonna work 💖,ProVax,1
"Katalin Kariko, the scientist behind the Pfizer Covid-19 vaccine https://t.co/Te39y7U4F2 via @user",ProVax,1
"Here’s the card you’ll get when you eventually get the Covid-19 vaccine. Everyone will get a card ""they can put in their wallet that will tell them what they had and when their next dose is due,"" says Dr. Kelly Moore of the Immunization Action Coalition. https://t.co/WpWBBCl4FR https://t.co/QT4qs0VHBt",Neutral,2
💜💜💜 ⁦@user on helping to fund the coronavirus vaccine: I just wanted 'to do good’ https://t.co/TRZbfjYvz1,ProVax,1
Pfizer says early analysis shows its Covid-19 vaccine is 90% effective https://t.co/MMcg0715v9 - beginning of the end ...,Neutral,2
@user I have Allergic reactions to nuts so I don’t think I can have it,AntiVax,0
@user Eric Trump thinks President PussyGrabber took a COVID vaccine. #215KDeadAmericans,Neutral,2
"AstraZeneca coronavirus vaccine trials remains on hold in the U.S., HHS chief Azar says ⁦@user ⁦@user 1 day after they haired trials Stra Zeneca said they restarted. Now they are saying it’s halted. This is the Wild West https://t.co/LI8JnCEbz6",AntiVax,0
"Our only hope is a mandatory vaccine, which of course is going to be a problem with #Covidiots 😒 Denver's coronavirus restrictions to tighten (again) in coming days, including banning indoor dining, but still no stay-at-home order https://t.co/lCOvBKPXos via @user",ProVax,1
A vaccine against Covid-19 - brilliant! With luck it’ll immunise us against further Farage too!,ProVax,1
"Banks: A cancer survivor, he joined a coronavirus vaccine trial. He was part of Pfizer breakthrough https://t.co/8ePV4trP1W",Neutral,2
I am skeptical about the hype around this vaccine. I think its just a way for Pfizer to pressurize FDA to waive the tough but justifiable criteria to approve a medicine for human use. Its no joke since billions of dollars are to be made if it goes ahead. https://t.co/sDbwZT6fD6,AntiVax,0
I’m not against vaccinations but as someone who reacted to the flu jab and is also allergic to penicillin and Aspirin I worry that my life will continue to be restricted if I refuse the Covid19 vaccine #Covid19UK #vaccine #allergy #anaphylactic,AntiVax,0
@user He is just busy in developing a vaccine for Corona,ProVax,1
"@user Pfizer & BioNTech tested 4 RNA vaccines in a clinical trial & reported results from 1 of them. It uses a modified strand of RNA that codes for the spike protein found on the surface of the C19, w/ a tweak to its genetic code to increase its ability to trigger an immune response.",Neutral,2
Who gave #NitaAmbani & #MukeshAmbani the permission for sending #Covid_19 vaccines to each corner of the country ? Where were they when the #MigrantLabours were walking for miles to reach home ? Where r they when people r losing their jobs & r dying from hunger ? #Profit= #Jio,Neutral,2
Good morning #Manchester stay safe and keep cleaning (or we can) 😊 #COVID19 #BeSafeOutThere #CovidVaccine https://t.co/L6teHlXskB,ProVax,1
"Pfizer’s coronavirus vaccine is more than 90 percent effective in first analysis, company reports https://t.co/Yt3ePM6Hl2",Neutral,2
@user I do know about drugs companies. But I'm talking about Covid-19 vaccines. If you're going to call a vaccine a poison you'll need hard evidence.,ProVax,1
"So a COVID-19 vaccine gives you 90% chance against the vaccine, or risk without and a 99% chance of survival! Which option do you think I’ll take? #fuckcovid #plandemic #covidlies @user",Neutral,2
@user I agree 100% in concept Problem is best case estimates are suggesting 100mm doses by the spring here in the US. Pretty sure Pfizer projecting being able to distro 25mm doses by EOY & everyone need 2 doses if I'm not mistaken Scale seems like it might be tough in time for WSOP,ProVax,1
"@user As expected. Biden who can’t even speak in clear sentences, and Harris, who is borderline communist. Seems perfect. Surprised Time didn’t go with COVID-19, or China, or Hunter Biden! On the other hand we have a Pres who brought a Vaccine to market in record time! Makes sense.",AntiVax,0
@user But I hv seen an advertisement in Pakistan channel where they are asking fr volunteers for covid vaccine.also I personally know of a person who had the vaccine voluntarily.a parha likha businessman.,ProVax,1
"FUCK ALL I *knew* that from all the ‘possible COVID-19 vaccins’ the first and foremost would be mRNA-based, I just KNEW it Lo and behold, BioNTech & Pfizer teamed up to develop 4 mRNA vaccine candidates what a surprise Just to be clear; this is experimental DNA/RNA medication!",AntiVax,0
"First they wouldn’t take it because it was a Trump vaccine, now they’re giving credit to Biden for developing one. 🤦🏼‍♀️ For the record, I don’t care who’s developing one, I won’t take it! Especially, for a virus with a 99.9% survival rate! #StupidIsAsStupidDoes https://t.co/FADwRC1fNl",AntiVax,0
"The University of Oxford and AstraZeneca Plc have begun recruiting more than 10,000 subjects for advanced human studies of one of the world’s fastest-moving experimental #Covid19 vaccines. https://t.co/u7GlY4vV6E @user",ProVax,1
"Moderna said its vaccine appears to be 94.5% effective, according to preliminary data from Moderna’s ongoing study. https://t.co/3sm1odUd8q",Neutral,2
"@user That’s one vaccine...moderna is online to be approved in days, and Johnson and Johnson’s vaccine, and AstraZeneca early in the new year. So by Q2-Q3, providing distribution goes ok, anyone who wants one, will get one. And those who don’t, don’t get it🤷🏻‍♀️",ProVax,1
Sharing an update on the progress of our #COVID19 vaccine candidate. #PFEColleague https://t.co/MYqDQ8tHg7,Neutral,2
Lonza ramps up Moderna COVID-19 vaccine production in Portsmouth https://t.co/ZErfJiSGGL via @user,Neutral,2
CDC - July 2020 ACIP Meeting - Overview of COVID-19 vaccine clinical trials https://t.co/15C2uqVM0p,ProVax,1
"@user Pfizer put out a statement that said they have nothing to do with ""Warp Speed"". Care to acknowledge that?",Neutral,2
"@user I can't understand how someone who thinks he's done poorly with Covid hears there's a vaccine, and is like, we'll, 200k people have died but fuck it, he got us a vaccine",Neutral,2
Full list of who the priority groups for the new coronavirus vaccine will be https://t.co/hBhrrfNNZo,Neutral,2
Coronavirus vaccine rolls off US production lines ahead of FDA approval https://t.co/xIQCYXVCff,Neutral,2
"While I'm greatly looking forward to a vaccine, I will miss wearing leggings and comfy sweaters everyday to work... #vaccine #COVID19 @user #workingfromhome https://t.co/QVzyIAQLnk",ProVax,1
"@user Wow the delusion of the trumpers in here is outstanding. Kind of sad to read the comments, uneducated, delusional and cultish. Fed govt should provide free mental health & free covid vaccines.",Neutral,2
Perhaps the vaccine may have side effect https://t.co/JjWxpvlxms,AntiVax,0
@user Told any of the states that may he planning to emolument it that we are NOT taking their vaccine for Covid 19 #NOISundays,AntiVax,0
"I’m hearing and reading of plenty people against taking COVID-19 vaccines, many of those have put worse substances into their bodies over the years with no fucks given whatsoever!",ProVax,1
"Ontario won't make #Covid19 #vaccines mandatory, but those who decline could face social restrictions says health minister says https://t.co/IiBQuNhcGi @user #immunitypassport",Neutral,2
"@user Yes... for school, but that’s it. And those vaccines were also proven safe and effective. The covid vaccine you’re gonna need to do pretty much anything in public",ProVax,1
China's Xi Jinping pledged to work with other countries to accelerate COVID-19 vaccinations https://t.co/alZOgelQSm,Neutral,2
I was part of a trial for Pfizer’s covid-19 vaccine. It’s a miracle for genetic medicine. https://t.co/th5EWq1O9R,ProVax,1
@user The virus can hijack the immune system. This is a new coronavirus that we still know little about. Could the second infection be worse? Could the vaccine make the virus stronger? How do they know the vaccine works? There's been too little time to check the safety to be honest.,AntiVax,0
"Attention Black and Latino people, do not take this COVID-19 vaccine 💉! Don’t forget about Tuskegee or what Hopkins did to the people of Guatemala 🇬🇹. We are not expendable! Protect our worth!",AntiVax,0
"@user panish flu Start of contagion: 1918 End of contagion: 1920, without medicine or treatment or vaccine, only face masks and distancing, the CCP VIRUS (covid-19) date of beginning November 2019 end of this is not known. REALLY science is out of date at 102 years and what is @user for",AntiVax,0
"@user No no no...Your original point was that he shouldnt be for a Corona vaccine because he thinks vaccines cause autism. But, now you have proven...he has always been totally in favor of vaccines.",Neutral,2
"The good news , the @user coronavirus vaccine is in its final stages and we will see it coming soon. Thanks to everyone involved in making this vaccine, it will be a big step in the complete eradication of coronavirus !",ProVax,1
The death rate of Covid is at least 10 times the rate of flu. There is a vaccine of sorts for flu. It is s terrible death by drowning.,ProVax,1
"I'm a bit concerned about being the proverbial guinea pig for this vaccine. I'm all for vaccines, don't get me wrong. Just not sure I want to be first in line...#RN #Covid19 #EssentialWorker #Pfizervaccine",AntiVax,0
#COVID19 vaccines 90% effective ? I’m 100% not taking em ☺️ #coronavirus,AntiVax,0
If they'd known earlier we'd all be vaccinated by now. https://t.co/gGJTRZ0ml3,ProVax,1
"@user As you pointed out in the following tweet, in Italy all the elderly are vaccinated against flu and since this virus kills the older people more than the younger ones this stat doesn't make a lot of sense... But I'm sure the no vax will be the first in line for a covid vaccine...",ProVax,1
LSHTM has long been a world leader in researching and fighting infectious disease and today is a top 5 global source of info for #COVID19 and thinking on vaccine confidence,Neutral,2
"@user Masks don't work and we don't need vaccines because immune response is actually fabulous with this virus. So, LL, how can you advocate for lockdowns and unconstitutional mandates that lead to suicide, ODs, substance abuse, homelessness, economic crisis? https://t.co/Kf5lawjCNN",AntiVax,0
"Concerned about COVID-19 but too afraid to get your Lysol vaccine? Ask your doctor about #covfefe Side effects include: nausea, severe narcissism, tiny hands, insomnia, incoherent rambling",ProVax,1
Showed hoyo this mosalah Pic. Why did she say did they give him the covid vaccine 😭😭😭😭😭 https://t.co/jKqVfKOe6h,Neutral,2
"No vaccine for me, thank you. https://t.co/1bR8mlbVSE",AntiVax,0
The vaccine will make people sicker. Don’t fuckin take it. https://t.co/kGFO1KdIb7,AntiVax,0
It’s worrying the amount of people in the comments that won’t take this vaccine https://t.co/dFQnecDBWH,ProVax,1
"Apparently the latest vaccine from Pfizer has shown over 90% effectiveness, which is a real break through. If true, this is a great Monday great #COVID19",ProVax,1
"""We mustn't delay Covid-19 Vaccines. We must put a stop to these deaths..."" Donald Trump",ProVax,1
Dang. Going to be a rough winter but here we are getting actual data on when a vaccine will start being available. Great news to start the week. https://t.co/4Ynz4lDYfi,ProVax,1
"GOOD NEWS...!!! Pfizer, BioNTech Covid-19 vaccine found to be 90pc effective https://t.co/7suCIYQ7lx via @user",ProVax,1
This is what happens when you rush COVID-19 vaccines. None of them are anywhere near ready. It’s all commercial hype. https://t.co/UDqPXaSwdL https://t.co/CXDrCO92sg,AntiVax,0
Good news if the Oxford vaccine is able to elicit a good immune response & afford protection to the older age gps that really need it. 👍👏✅,ProVax,1
"The FDA is ""going to meet on December 10th to discuss whether to approve the vaccine"". Hmm... Hey, just a couple thousand people dying a day. Trump admin no longer interested in a vaccine. https://t.co/ygoA2YY37p",Neutral,2
I’m 100% getting my COVID vaccine as soon as I am able. But still. It’s 2020. Hard to shake the thought that this kind of shit is how ‘I Am Legend’ starts.,ProVax,1
"@user We must wake up and fight back because our leaders are so corrupt and accepted the money to kill us. Pfizer vaccine already causing damages,people developed Bell's palsy and I have heard some lost their lives",AntiVax,0
The COVID Vaccine Derby: A Guide to the Top Contenders https://t.co/V1Mzf0J0Ho https://t.co/DsMf5CJRwv,ProVax,1
"@user Define ""we""... Certainly not the illiterate ex-gov... Scientists (!) from #Pfizer as well as from German company #BioNTech did it. Zero support by this 'administration'. Stop bragging and adorn yourself with borrowed plumes. #Trump #COVID19 #TrumpLiedAmericansDie #SoreLosers",ProVax,1
Virginia's Top Health Official Will Make COVID Vaccine Mandatory If It Becomes Available https://t.co/cUtFXco9F0 https://t.co/tvMOdSrPoI,Neutral,2
"Oxford University to begin human trials begin today for a possible vaccine agains COVID-19, although a boon for Britain research, the process is still in its infancy and will take many months before it is a viable immunisation programme - #vaccine. https://t.co/Tf162a106j",ProVax,1
"@user France can't made the vaccine for corona made by ola, but it can surely make vaccine for ola..",Neutral,2
"in case any tr*mp supporters still follow me, this vaccine had nothing to do with this administration. this is a blatant lie, and you are all so foolish to idolize and believe these people for the last four years. https://t.co/MAHWdtlxyv",Neutral,2
I will not be taking this COVID-19 vaccine. A vaccine under 12 months is suicide. Anyone that disagrees feel free to take it first and allow me to apply technology to track every metric I can. #YouFirst,AntiVax,0
@user And what's wrong with Pfizer's it has already passed stage 3 trials and is ready to go? Oh I know it's not making billions for an American!,ProVax,1
Adapted yellow fever vaccine may protect against COVID-19 https://t.co/x6h0gbh0NM,Neutral,2
"continued: ""it is not possible to retrofit the MHRA’s legacy systems to handle the #volume of ADRs [Adverse Drug Reactions] that will be generated by a #Covid19 #vaccine."" Links: 1. https://t.co/TpLFy31V2T 2. https://t.co/IQmQVrmO8x",Neutral,2
Most Canadians will get COVID-19 vaccine by September: Trudeau | US & Canada | Al Jazeera https://t.co/KTuY29zZoA,Neutral,2
"@user i personally need her to have the vaccine running through her veins, because if we lose pauline to covid, where will i get my politics based seratonin from",AntiVax,0
Pfizer says early tests show coronavirus vaccine more than 90% effective. I’ll take my chances with the virus. https://t.co/DWIFAG00ct,AntiVax,0
Great thread by @user about today's Moderna vaccine news https://t.co/IVqszNrFxm,Neutral,2
"@user Hellöo Mr. Trump - BOOM - Corona vaccine in Germany. The company's vaccine is to be produced at the Novartis plant in Marburg when it is ready. A total of up to 750 million doses are to be produced, 250 million doses alone in the first half of 2021........",ProVax,1
"No new cases of COVID-19 today, New Zealanders advised to get flu vaccines https://t.co/N3AeBaJwJP via @user",Neutral,2
"Major, positive news this morning about the effectiveness of a COVID-19 vaccine being developed by the joint effort of Pfizer and BioNTech.",ProVax,1
"@user Was it a test subject for the Bill Gates Covid-19 vaccine which created a genetic anomaly? Wow, nasty side effects! Asking for Dr. Fauci. 😁",AntiVax,0
@user If schools were kept shut in the November lockdown we wouldn’t be in this situation so 🤷‍♀️🤷‍♀️🤷‍♀️,Neutral,2
"Biden announces covid task force and how they'll beat it. No thanks old man, thanks to our President we have a vaccine on the way #COVID19 #OperationWarpSpeed",ProVax,1
"@user The news about the virus is mostly pessimistic these days. It's magical thinking pinning our hopes on a vaccine. That's the herd immunity mentality, wing it. https://t.co/vZFcHT1oob",Neutral,2
"#UnitedAirlines has flown first doses of the @user - #BioNTech vaccine on a chartered plane from #Belgium, as the company is laying the ground for the #vaccine distribution. #COVID19 #vaccine #Publichealth https://t.co/aIufH9u3k1",Neutral,2
The world needs a super vaccine Who's cost need not be obscene Thru wards it passes And heals the masses And gets rid of COVID19 #LimerickDay 2020. #COVID__19,ProVax,1
@user Yeah he didn't I know but I didn't congratulate him as a person. I congratulated the Prime Minister of UK... In other sense I congratulated the whole nation. One would be utterly and hilariously mistaken if they thought I assumed he invented it.,Neutral,2
Not yet ... they still have not isolated it. So how can they have a vaccine? Not to mention this “flu bug” has a near 💯% recovery rate #PlagueOfCorruption💉 #CovidHoax #TheBigLie https://t.co/zp35ZAsKRe,AntiVax,0
"I dontknow about yall, but if they cant find a vaccine for the flu that works or find a cure for things that is taking them many of years working on... why in the hell should I trust the covid19 vaccine? No way in hell would I take it.",AntiVax,0
I’d really bugs me when I see our politicians getting this COVID vaccine before most other people. I almost barfed when I saw our little bald-headed fat congressman Brady get the vaccine and that nit-wit congress-girl OCDC from NY get the shot!,ProVax,1
"#COVID19 Chinese drug maker Ascletis Pharma is testing a combination of antivirals, one approved for HIV and one approved for hepatitis C, that might treat coronavirus infection.Moderna Therapeutics with mRNA-1273/ CanSino Biologics/Arcturus Therapeutics/BioNTech/CureVac.All new",ProVax,1
Positive news! Hopefully they have taken into consideration the allergy community. Many of us cannot get a flu shot due to severe egg allergies. (I ended up in ICU on a ventilator the last time I had a flu shot.) Let’s hope the covid vaccine will truly be safe for everyone. https://t.co/hvNaxWtqV8,ProVax,1
"👇 IMPORTANT NEWS: The first coronavirus vaccine has been given the green light for use in the UK. As the vaccine starts to arrive, we’ll prioritise those aged 80 and over, care home staff and residents and those working within health and social care. https://t.co/q6Wa5MwbPn",Neutral,2
When do we get to see the vaccine in Kenya ? https://t.co/Nd2diUYEJP,Neutral,2
"Until we know whether the vaccine can prevent the spread of the disease we must observe hands, space ,face. [This applies to all the vaccines] https://t.co/UKLSCxcn0C",Neutral,2
no vaccine for children it will be for adults only #COVID19 https://t.co/nRADuX1tTB,Neutral,2
"The people who think the coronavirus vaccine is an attempt by Bill Gates to track them with microchips, have they ever used Windows?",ProVax,1
"I'm still waiting to hear about the neurological side effects of the case from the Oxford vaccine. And re ANY vaccine, I think we should let #auspol go first in case they drop off the twig US company says early data signals COVID-19 vaccine is effective https://t.co/9FavCC3o5T",AntiVax,0
Bring it on! Pfizer will seek FDA approval for COVID-19 vaccine in DAYS https://t.co/Dfb98EOOjM via @user,ProVax,1
"Pharma giants control the #Covid #vaccine patents, driving up their profits and restricting supply to a few rich countries. But in days governments will vote on a plan to suspend #patents so the whole world can benefit. Let's make sure it passes! Join in: https://t.co/NYp0622hft",ProVax,1
Pfizer's COVID-19 Vaccine News Throws Bitcoin Rally Off Course $PFE $BTC $ETH $XRP $LTC https://t.co/ieE79DeiTg,Neutral,2
@user Pfizer has made it clear - its vaccine project was NOT PART OF WARP SPEED.,Neutral,2
Why does a #vaccine need a PR firm? https://t.co/FfqBPzQL7E #COVID19 #CovidVaccine #coronavirus,Neutral,2
"Btw, it's Nov 9th and coronavirus is worse than ever and there's still no vaccine. It's not a hoax.",ProVax,1
"What do fellow GPs think? If practices are able to focus on delivering covid vaccine more like flu, if the successful flu vaccine campaign was anything to go by, we could do first injections all our high risk and over 70s at our practice within 6-8 weeks.",ProVax,1
"a better outcome than expected at protecting people from Covid-19 in a pivotal study, a milestone in the hunt for shots that can stop the global pandemic. They asked the FDA to permit wide use of the vaccine for the new coronavirus by end of November. https://t.co/pVD7ZxLSJr",ProVax,1
"In a year or two, after we have a vaccine for CoVid & the opportunity to reflect on life since March 2020, we are going to see that this was one of the most disruptive events of our lifetimes, one that literally changed EVERYTHING about how we live our lives.",ProVax,1
I see the government is scare mongering again to make sure they're not stuck with all the covid vaccine they've committed to buying 🤦🏼‍♀️,AntiVax,0
"There has never been a Vaccine to eliminate the ""flu"", subdue it but never eradicate it, it has regularly re-invented itself & Covid will do the same.",Neutral,2
@user Liberty is being crushed by the tyranny of the Covid19 hysterics. Let the terrified take the rushed vaccine. I'll take my chances with the known risks of the virus tested on millions with >99.95% safety rather than the unknown risks of the vaccine.,AntiVax,0
"South Korea has signed a deal with @user to purchase the company's COVID-19 vaccine, @user reports https://t.co/9CMPITadaZ",Neutral,2
Busted in another lie. @user didn’t want the Trump stank on its vaccine. https://t.co/fDt0gXfbYy,Neutral,2
@user Now it has. There's a vaccine from Pfizer that's 90% effective. How about that for timing?,ProVax,1
My conversation with @user of @user on the @user the #COVID19 vaccination plan and India's growth prospects 👇 https://t.co/MdBiDKjcgE,Neutral,2
@user I think it’s an RNA vaccine so it edits your DNA to make the symptoms of COVID-19 less severe. You know the symptoms that range from nothing to death. CRISPR. Count me out for that injection.,AntiVax,0
@user XBox Series X | Pfizer Damn i I hope they aren't exclusives.,Neutral,2
"@user I don't think this is entirely true. A company I worked for was bought up by Glaxo, and as far as I am aware they do not own Pfizer. This seems to address this fairly accurately (to my knowledge) https://t.co/1csYIaBdZq",ProVax,1
"A Pfizer vaccine is great news, but the small print shows it’s not the silver bullet we would hope says @user for a new article for @user https://t.co/DNIpjjzRW2",ProVax,1
Allergy Warning For Pfizer Vaccine After Health Workers Suffer Reaction https://t.co/KC2un1t0Rz,AntiVax,0
"Well, if this is true. I hope that the Government will equitably distribute the vaccines. Not only for those who have the power and money to avail. https://t.co/b9brVS6nfO",ProVax,1
Not an expert and call me a skeptic but a 90% effective (alleged) vaccine that messes with dna for a virus that is 99+% not fatal???? https://t.co/TBmWe0KHvQ,AntiVax,0
Most awaited good news has arrived from #Israel yesterday. Israel had successfully made a Corona Vaccine. The process is in its final stage. We hope that they will successfully complete the trials and soon world will get the vaccine. Hope for the best. #JaiHind #jaibharat,ProVax,1
pfizer and BioNTech say its vaccine is 90% effective in preventing COVID-19 https://t.co/2fuaSKkWFM via @user #design #solocosebelle,Neutral,2
This is an informative article about the truth of the #PfizerPressRelease regarding their COVID-19 vaccine. What it implies vs what it actually said. https://t.co/OKB1B7hTbO,Neutral,2
COVID-19 vaccine is coming https://t.co/mLWjCrX7l8,Neutral,2
"Details about China's phase 3 coronavirus vaccine trials revealed, participants say it gives them hope https://t.co/4zx2yvnPVx",Neutral,2
"@user Little Marco, since U got the #CovidVaccine before the #FirstResponders can U now take a 12 hour shift at a hospital and help the infected. #ManUp",Neutral,2
Who in their right mind would want a vaccine at an “apparent” 90% effective rate... when most healthy people’s immune system is at 99.97%.. #CancelTheLockdown #nolockdown #COVID19 https://t.co/BNUniXIYI9,AntiVax,0
"$Pfizer said it’s #COVID19 vaccine is 95% effective (vs 90% in previous early results) and had no serious side effects. 94% effective in older adults. Of 170 cases, 162 in placebo. Of 10 severe, 9 in placebo. This is huge success https://t.co/uxpKPlEDVg",ProVax,1
@user Didn’t he get COVID? Why does he need a vaccine? Doesn’t he have antibodies?,AntiVax,0
"@user It is so ridiculous that the first vaccine was test by a person,it's should be used in animals. Unless COVID－19 was made by USA.",AntiVax,0
CoVPN #COVID-19 Vaccine Efficacy Trial Immune Correlates SAP: https://t.co/LQNcATEfx4,Neutral,2
"the covid-19 vaccine, developed by the company Pfizer (who also btw developed Viagra) shouldn’t be hard to resist! https://t.co/EH0YWSY7Sd",ProVax,1
"We have no way of possibly knowing what's in theirs vs what's in ours. I trust these ""people""none whatsoever!! I'm getting it but not bc of these people! ""Obama, Bush and Clinton say they will take the COVID-19 vaccine publicly to gain public trust"" https://t.co/GXpPGzb2Lg",ProVax,1
"WHO Director-General Dr. Tedros Adhanom admitted publicly that Wuhan coronavirus (COVID-19) vaccines will not work, and that a “cure” may never be found https://t.co/Ry4qib7X8A",Neutral,2
Health care worker without history of allergies hospitalized in ICU following severe allergic reaction after receiving COVID-19 vaccine https://t.co/qURK0v61LL,Neutral,2
"@user Covid19 or an unproven vaccine. The statistics show that Covid19 is only fatal to a very small % of the population. In the upper age brackets with health issues. The vaccine is rushed by govt and pharma with no legal recourse. Great Reset, WHO, Gates...no thanks",AntiVax,0
Of course. No need for vaccine! https://t.co/GYhjiecVn9,AntiVax,0
"Question: If our immune system is 99% effective at surviving #COVID19, and so is the #CovidVaccine, then essentially the vaccine does nothing, right? So... what's in the vaccine...? Why push it...? https://t.co/TG7SEcwl4m",AntiVax,0
"PM Modi ji was briefed about indigenous COVID-19 vaccine of Bharat Biotech at its facility in Hyderabad, Telangana today""Congratulated scientists for their progress in the trials so far.Their team is closely working with ICMR to facilitate speedy progress,"". @user https://t.co/nce1GPKc8e",Neutral,2
"turns out pfizer's CEO took advantage of insider knowledge to personally make 600k profit playing stocks over the vaccine, in case all the centrist dickheads who were gloating about how great private pharma companies the other day were wondering how it's going",AntiVax,0
"@user reports of a potential #Covid19 vaccine is surely good news for us all. Fingers crossed continuing tests prove successful, at least it gives us hope! #StaySafe",ProVax,1
Yesterday's interim data readout from the trial of the #Pfizer/#BioNTech #COVID19 #vaccine BNT162b2 was as good as one could hope for - let's hope the final data are as good - in the meantime can journalists please drop the gamechanger trope? It raises expectations unnecessarily,Neutral,2
Hopefully this is good news regarding the vaccine regarding #COVID19. I see #MikePence is saying it is all done to some lad called Trump. #Aweektolate.,ProVax,1
PM Modi says mobile technology to be used for Covid-19 vaccination drive – Times of India https://t.co/pGG3nenaSM,Neutral,2
"Why? "" Important While the vaccine may help protect you from coronavirus, it's still important to follow social distancing guidance and other restrictions to keep each other safe."" https://t.co/ZgIWrRc8th https://t.co/UJKyz94hO9",Neutral,2
